dominant_lithology,mws_aer,acwadam_class,acwadam_source,card_aquifer_filter,aer_retrieval_neighbors,eligible_cluster_suffixes,eligible_cluster_count,unique_cluster_available,preferred_cluster_suffix,eligible_cluster_labels,pathways_by_cluster,cluster_match_description,non_llm_selection_note,non_llm_retrieval_pool,non_llm_pathways_loaded,non_llm_selected_cluster_suffixes,non_llm_resolved_cluster_suffix,non_llm_resolved_cluster_label,non_llm_pathway_cluster_map,non_llm_simulation_note,mws_count
Quartzite,AER-15,sedimentary_hard_rock,lithology+aer,hard_rock,AER-15;AER-13;AER-9;AER-18;AER-19,,0,no,,,,"Dominant lithology Quartzite -> ACWADAM sedimentary_hard_rock. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-15', 'AER-13', 'AER-9', 'AER-18', 'AER-19']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-15.",No cluster-matched cards; retriever falls back to AER-only pool for AER-15 (aquifer filter dropped).,aer_only_fallback,8,010,010,Bengal & Assam delta plains,drought=010; encroachment=010; forest_degradation=010; groundwater_stress=010; irrigation_challenges=010; multi_sector_vulnerability=010; rainfed_risk=010; small_landholding=010,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 010 (Bengal & Assam delta plains).,0
Quartzite,AER-16,sedimentary_hard_rock,lithology+aer,hard_rock,AER-16;AER-14;AER-17;AER-10;AER-15,"011,012",2,no,012,011=Western Himalayan foothills; 012=Eastern Himalayas perhumid,"011 (Western Himalayan foothills): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 012 (Eastern Himalayas perhumid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Quartzite -> ACWADAM sedimentary_hard_rock. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-16', 'AER-14', 'AER-17', 'AER-10', 'AER-15']. Eligible CONTEXT_CLUSTERS (suffix=label): 011=Western Himalayan foothills, 012=Eastern Himalayas perhumid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-16.","Multiple clusters (011, 012); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-16 on the card (else highest card_id). Typical direct-AER cluster for this row: 012.",aquifer+aer,8,012,012,Eastern Himalayas perhumid,drought=012; encroachment=012; forest_degradation=012; groundwater_stress=012; irrigation_challenges=012; multi_sector_vulnerability=012; rainfed_risk=012; small_landholding=012,Aquifer+AER pool resolved all 8 pathways to cluster 012 (Eastern Himalayas perhumid).,0
Quartzite,AER-17,sedimentary_hard_rock,lithology+aer,hard_rock,AER-17;AER-16;AER-11;AER-10;AER-7,"002,008,012",3,no,008,002=Peninsular crystalline semi-arid; 008=Chhattisgarh / Eastern Ghats sub-humid; 012=Eastern Himalayas perhumid,"002 (Peninsular crystalline semi-arid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 008 (Chhattisgarh / Eastern Ghats sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 012 (Eastern Himalayas perhumid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Quartzite -> ACWADAM sedimentary_hard_rock. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-17', 'AER-16', 'AER-11', 'AER-10', 'AER-7']. Eligible CONTEXT_CLUSTERS (suffix=label): 002=Peninsular crystalline semi-arid, 008=Chhattisgarh / Eastern Ghats sub-humid, 012=Eastern Himalayas perhumid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-17.","Multiple clusters (002, 008, 012); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-17 on the card (else highest card_id). Typical direct-AER cluster for this row: 008.",aquifer+aer,8,012,012,Eastern Himalayas perhumid,drought=012; encroachment=012; forest_degradation=012; groundwater_stress=012; irrigation_challenges=012; multi_sector_vulnerability=012; rainfed_risk=012; small_landholding=012,Aquifer+AER pool resolved all 8 pathways to cluster 012 (Eastern Himalayas perhumid).,0
Quartzite,AER-18,sedimentary_hard_rock,lithology+aer,hard_rock,AER-18;AER-15;AER-19;AER-8,002,1,yes,002,002=Peninsular crystalline semi-arid,"002 (Peninsular crystalline semi-arid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Quartzite -> ACWADAM sedimentary_hard_rock. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-18', 'AER-15', 'AER-19', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): 002=Peninsular crystalline semi-arid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-18.",Single cluster 002 (Peninsular crystalline semi-arid); each pathway uses its __002 card if present in Mongo.,aquifer+aer,8,002,002,Peninsular crystalline semi-arid,drought=002; encroachment=002; forest_degradation=002; groundwater_stress=002; irrigation_challenges=002; multi_sector_vulnerability=002; rainfed_risk=002; small_landholding=002,Aquifer+AER pool resolved all 8 pathways to cluster 002 (Peninsular crystalline semi-arid).,0
Quartzite,AER-19,sedimentary_hard_rock,lithology+aer,hard_rock,AER-19;AER-15;AER-18,,0,no,,,,"Dominant lithology Quartzite -> ACWADAM sedimentary_hard_rock. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-19', 'AER-15', 'AER-18']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-19.",No cluster-matched cards; retriever falls back to AER-only pool for AER-19 (aquifer filter dropped).,aer_only_fallback,8,015,015,West Coast humid perhumid,drought=015; encroachment=015; forest_degradation=015; groundwater_stress=015; irrigation_challenges=015; multi_sector_vulnerability=015; rainfed_risk=015; small_landholding=015,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 015 (West Coast humid perhumid).,7
Quartzite,AER-20,sedimentary_hard_rock,lithology+aer,coastal,AER-20;AER-19;AER-18,"006,017",2,no,017,006=Coastal alluvial sub-humid; 017=Andaman-Nicobar & Lakshadweep islands,"006 (Coastal alluvial sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 017 (Andaman-Nicobar & Lakshadweep islands): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Quartzite -> ACWADAM sedimentary_hard_rock. Retrieval filters evidence cards where aquifer_tags matches ['coastal'] AND aer_tags intersects MWS neighbour set ['AER-20', 'AER-19', 'AER-18']. Eligible CONTEXT_CLUSTERS (suffix=label): 006=Coastal alluvial sub-humid, 017=Andaman-Nicobar & Lakshadweep islands. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-20.","Multiple clusters (006, 017); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-20 on the card (else highest card_id). Typical direct-AER cluster for this row: 017.",aquifer+aer,8,017,017,Andaman-Nicobar & Lakshadweep islands,drought=017; encroachment=017; forest_degradation=017; groundwater_stress=017; irrigation_challenges=017; multi_sector_vulnerability=017; rainfed_risk=017; small_landholding=017,Aquifer+AER pool resolved all 8 pathways to cluster 017 (Andaman-Nicobar & Lakshadweep islands).,0
Sandstone,AER-1,himalayan_and_sub_himalayan,lithology+aer,hard_rock,AER-1;AER-14;AER-2;AER-4,"011,016",2,no,016,011=Western Himalayan foothills; 016=Western Himalayan cold arid,"011 (Western Himalayan foothills): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 016 (Western Himalayan cold arid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Sandstone -> ACWADAM himalayan_and_sub_himalayan. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-1', 'AER-14', 'AER-2', 'AER-4']. Eligible CONTEXT_CLUSTERS (suffix=label): 011=Western Himalayan foothills, 016=Western Himalayan cold arid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-1.","Multiple clusters (011, 016); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-1 on the card (else highest card_id). Typical direct-AER cluster for this row: 016.",aquifer+aer,8,016,016,Western Himalayan cold arid,drought=016; encroachment=016; forest_degradation=016; groundwater_stress=016; irrigation_challenges=016; multi_sector_vulnerability=016; rainfed_risk=016; small_landholding=016,Aquifer+AER pool resolved all 8 pathways to cluster 016 (Western Himalayan cold arid).,0
Sandstone,AER-2,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-2;AER-4;AER-5,,0,no,,,,"Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-2', 'AER-4', 'AER-5']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-2.",No cluster-matched cards; retriever falls back to AER-only pool for AER-2 (aquifer filter dropped).,aer_only_fallback,8,004,004,Rajasthan-Gujarat arid alluvial,drought=004; encroachment=004; forest_degradation=004; groundwater_stress=004; irrigation_challenges=004; multi_sector_vulnerability=004; rainfed_risk=004; small_landholding=004,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 004 (Rajasthan-Gujarat arid alluvial).,21
Sandstone,AER-3,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-3;AER-6;AER-7;AER-8,,0,no,,,,"Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-3', 'AER-6', 'AER-7', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-3.",No cluster-matched cards; retriever falls back to AER-only pool for AER-3 (aquifer filter dropped).,aer_only_fallback,8,002,002,Peninsular crystalline semi-arid,drought=002; encroachment=002; forest_degradation=002; groundwater_stress=002; irrigation_challenges=002; multi_sector_vulnerability=002; rainfed_risk=002; small_landholding=002,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 002 (Peninsular crystalline semi-arid).,0
Sandstone,AER-4,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-4;AER-2;AER-5;AER-9,,0,no,,,,"Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-4', 'AER-2', 'AER-5', 'AER-9']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-4.",No cluster-matched cards; retriever falls back to AER-only pool for AER-4 (aquifer filter dropped).,aer_only_fallback,8,004,004,Rajasthan-Gujarat arid alluvial,drought=004; encroachment=004; forest_degradation=004; groundwater_stress=004; irrigation_challenges=004; multi_sector_vulnerability=004; rainfed_risk=004; small_landholding=004,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 004 (Rajasthan-Gujarat arid alluvial).,47
Sandstone,AER-5,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-5;AER-2;AER-4;AER-6,,0,no,,,,"Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-5', 'AER-2', 'AER-4', 'AER-6']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-5.",No cluster-matched cards; retriever falls back to AER-only pool for AER-5 (aquifer filter dropped).,aer_only_fallback,8,014,014,Malwa / Gujarat semi-arid (volcanic),drought=014; encroachment=014; forest_degradation=014; groundwater_stress=014; irrigation_challenges=014; multi_sector_vulnerability=014; rainfed_risk=014; small_landholding=014,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 014 (Malwa / Gujarat semi-arid (volcanic)).,56
Sandstone,AER-6,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-6;AER-3;AER-7;AER-8,,0,no,,,,"Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-6', 'AER-3', 'AER-7', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-6.",No cluster-matched cards; retriever falls back to AER-only pool for AER-6 (aquifer filter dropped).,aer_only_fallback,8,001,001,Deccan basalt semi-arid (Vidarbha/Marathwada),drought=001; encroachment=001; forest_degradation=001; groundwater_stress=001; irrigation_challenges=001; multi_sector_vulnerability=001; rainfed_risk=001; small_landholding=001,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 001 (Deccan basalt semi-arid (Vidarbha/Marathwada)).,0
Sandstone,AER-7,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-7;AER-3;AER-6;AER-8,,0,no,,,,"Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-7', 'AER-3', 'AER-6', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-7.",No cluster-matched cards; retriever falls back to AER-only pool for AER-7 (aquifer filter dropped).,aer_only_fallback,8,002,002,Peninsular crystalline semi-arid,drought=002; encroachment=002; forest_degradation=002; groundwater_stress=002; irrigation_challenges=002; multi_sector_vulnerability=002; rainfed_risk=002; small_landholding=002,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 002 (Peninsular crystalline semi-arid).,0
Sandstone,AER-8,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-8;AER-3;AER-6;AER-7,,0,no,,,,"Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-8', 'AER-3', 'AER-6', 'AER-7']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-8.",No cluster-matched cards; retriever falls back to AER-only pool for AER-8 (aquifer filter dropped).,aer_only_fallback,8,002,002,Peninsular crystalline semi-arid,drought=002; encroachment=002; forest_degradation=002; groundwater_stress=002; irrigation_challenges=002; multi_sector_vulnerability=002; rainfed_risk=002; small_landholding=002,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 002 (Peninsular crystalline semi-arid).,0
Sandstone,AER-9,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-9;AER-4;AER-10;AER-13,005,1,yes,005,005=Bundelkhand sedimentary sub-humid,"005 (Bundelkhand sedimentary sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-9', 'AER-4', 'AER-10', 'AER-13']. Eligible CONTEXT_CLUSTERS (suffix=label): 005=Bundelkhand sedimentary sub-humid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-9.",Single cluster 005 (Bundelkhand sedimentary sub-humid); each pathway uses its __005 card if present in Mongo.,aquifer+aer,8,005,005,Bundelkhand sedimentary sub-humid,drought=005; encroachment=005; forest_degradation=005; groundwater_stress=005; irrigation_challenges=005; multi_sector_vulnerability=005; rainfed_risk=005; small_landholding=005,Aquifer+AER pool resolved all 8 pathways to cluster 005 (Bundelkhand sedimentary sub-humid).,32
Sandstone,AER-10,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-10;AER-5;AER-9;AER-7;AER-8,005,1,yes,005,005=Bundelkhand sedimentary sub-humid,"005 (Bundelkhand sedimentary sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-10', 'AER-5', 'AER-9', 'AER-7', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): 005=Bundelkhand sedimentary sub-humid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-10.",Single cluster 005 (Bundelkhand sedimentary sub-humid); each pathway uses its __005 card if present in Mongo.,aquifer+aer,8,005,005,Bundelkhand sedimentary sub-humid,drought=005; encroachment=005; forest_degradation=005; groundwater_stress=005; irrigation_challenges=005; multi_sector_vulnerability=005; rainfed_risk=005; small_landholding=005,Aquifer+AER pool resolved all 8 pathways to cluster 005 (Bundelkhand sedimentary sub-humid).,144
Sandstone,AER-11,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-11;AER-12;AER-10;AER-7;AER-8,005,1,yes,005,005=Bundelkhand sedimentary sub-humid,"005 (Bundelkhand sedimentary sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-11', 'AER-12', 'AER-10', 'AER-7', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): 005=Bundelkhand sedimentary sub-humid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-11.",Single cluster 005 (Bundelkhand sedimentary sub-humid); each pathway uses its __005 card if present in Mongo.,aquifer+aer,8,005,005,Bundelkhand sedimentary sub-humid,drought=005; encroachment=005; forest_degradation=005; groundwater_stress=005; irrigation_challenges=005; multi_sector_vulnerability=005; rainfed_risk=005; small_landholding=005,Aquifer+AER pool resolved all 8 pathways to cluster 005 (Bundelkhand sedimentary sub-humid).,111
Sandstone,AER-12,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-12;AER-11;AER-10;AER-7;AER-8,005,1,yes,005,005=Bundelkhand sedimentary sub-humid,"005 (Bundelkhand sedimentary sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-12', 'AER-11', 'AER-10', 'AER-7', 'AER-8']. Eligible CONTEXT_CLUSTERS (suffix=label): 005=Bundelkhand sedimentary sub-humid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-12.",Single cluster 005 (Bundelkhand sedimentary sub-humid); each pathway uses its __005 card if present in Mongo.,aquifer+aer,8,005,005,Bundelkhand sedimentary sub-humid,drought=005; encroachment=005; forest_degradation=005; groundwater_stress=005; irrigation_challenges=005; multi_sector_vulnerability=005; rainfed_risk=005; small_landholding=005,Aquifer+AER pool resolved all 8 pathways to cluster 005 (Bundelkhand sedimentary sub-humid).,375
Sandstone,AER-13,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-13;AER-9;AER-15;AER-10,005,1,yes,005,005=Bundelkhand sedimentary sub-humid,"005 (Bundelkhand sedimentary sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-13', 'AER-9', 'AER-15', 'AER-10']. Eligible CONTEXT_CLUSTERS (suffix=label): 005=Bundelkhand sedimentary sub-humid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-13.",Single cluster 005 (Bundelkhand sedimentary sub-humid); each pathway uses its __005 card if present in Mongo.,aquifer+aer,8,005,005,Bundelkhand sedimentary sub-humid,drought=005; encroachment=005; forest_degradation=005; groundwater_stress=005; irrigation_challenges=005; multi_sector_vulnerability=005; rainfed_risk=005; small_landholding=005,Aquifer+AER pool resolved all 8 pathways to cluster 005 (Bundelkhand sedimentary sub-humid).,0
Sandstone,AER-14,himalayan_and_sub_himalayan,lithology+aer,hard_rock,AER-14;AER-1;AER-16;AER-10;AER-9,"011,012,016",3,no,011,011=Western Himalayan foothills; 012=Eastern Himalayas perhumid; 016=Western Himalayan cold arid,"011 (Western Himalayan foothills): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 012 (Eastern Himalayas perhumid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 016 (Western Himalayan cold arid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Sandstone -> ACWADAM himalayan_and_sub_himalayan. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-14', 'AER-1', 'AER-16', 'AER-10', 'AER-9']. Eligible CONTEXT_CLUSTERS (suffix=label): 011=Western Himalayan foothills, 012=Eastern Himalayas perhumid, 016=Western Himalayan cold arid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-14.","Multiple clusters (011, 012, 016); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-14 on the card (else highest card_id). Typical direct-AER cluster for this row: 011.",aquifer+aer,8,011,011,Western Himalayan foothills,drought=011; encroachment=011; forest_degradation=011; groundwater_stress=011; irrigation_challenges=011; multi_sector_vulnerability=011; rainfed_risk=011; small_landholding=011,Aquifer+AER pool resolved all 8 pathways to cluster 011 (Western Himalayan foothills).,97
Sandstone,AER-15,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-15;AER-13;AER-9;AER-18;AER-19,,0,no,,,,"Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-15', 'AER-13', 'AER-9', 'AER-18', 'AER-19']. Eligible CONTEXT_CLUSTERS (suffix=label): none. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-15.",No cluster-matched cards; retriever falls back to AER-only pool for AER-15 (aquifer filter dropped).,aer_only_fallback,8,010,010,Bengal & Assam delta plains,drought=010; encroachment=010; forest_degradation=010; groundwater_stress=010; irrigation_challenges=010; multi_sector_vulnerability=010; rainfed_risk=010; small_landholding=010,No aquifer+cluster match; retriever used AER-only fallback and resolved all 8 pathways to cluster 010 (Bengal & Assam delta plains).,48
Sandstone,AER-16,himalayan_and_sub_himalayan,lithology+aer,hard_rock,AER-16;AER-14;AER-17;AER-10;AER-15,"011,012",2,no,012,011=Western Himalayan foothills; 012=Eastern Himalayas perhumid,"011 (Western Himalayan foothills): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 012 (Eastern Himalayas perhumid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Sandstone -> ACWADAM himalayan_and_sub_himalayan. Retrieval filters evidence cards where aquifer_tags matches ['hard_rock'] AND aer_tags intersects MWS neighbour set ['AER-16', 'AER-14', 'AER-17', 'AER-10', 'AER-15']. Eligible CONTEXT_CLUSTERS (suffix=label): 011=Western Himalayan foothills, 012=Eastern Himalayas perhumid. Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-16.","Multiple clusters (011, 012); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-16 on the card (else highest card_id). Typical direct-AER cluster for this row: 012.",aquifer+aer,8,012,012,Eastern Himalayas perhumid,drought=012; encroachment=012; forest_degradation=012; groundwater_stress=012; irrigation_challenges=012; multi_sector_vulnerability=012; rainfed_risk=012; small_landholding=012,Aquifer+AER pool resolved all 8 pathways to cluster 012 (Eastern Himalayas perhumid).,26
Sandstone,AER-17,sedimentary_soft_rock,lithology+aer,semi-consolidated,AER-17;AER-16;AER-11;AER-10;AER-7,"005,013",2,no,013,005=Bundelkhand sedimentary sub-humid; 013=NE Hills (Purvanchal),"005 (Bundelkhand sedimentary sub-humid): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding | 013 (NE Hills (Purvanchal)): drought, encroachment, forest_degradation, groundwater_stress, irrigation_challenges, multi_sector_vulnerability, rainfed_risk, small_landholding","Dominant lithology Sandstone -> ACWADAM sedimentary_soft_rock. Retrieval filters evidence cards where aquifer_tags matches ['semi-consolidated'] AND aer_tags intersects MWS neighbour set ['AER-17', 'AER-16', 'AER-11', 'AER-10', 'AER-7']. Eligible CONTEXT_CLUSTERS (suffix=label): 005=Bundelkhand sedimentary sub-humid, 013=NE Hills (Purvanchal). Non-LLM diagnosis then picks one card per causal_pathway from that pool, preferring a card whose aer_tags includes exact MWS AER AER-17.","Multiple clusters (005, 013); non-LLM picks one card per pathway from the union of eligible cards, preferring exact AER AER-17 on the card (else highest card_id). Typical direct-AER cluster for this row: 013.",aquifer+aer,8,013,013,NE Hills (Purvanchal),drought=013; encroachment=013; forest_degradation=013; groundwater_stress=013; irrigation_challenges=013; multi_sector_vulnerability=013; rainfed_risk=013; small_landholding=013,Aquifer+AER pool resolved all 8 pathways to cluster 013 (NE Hills (Purvanchal)).,84
